geoid,geoid20,year,denom_renters,med_gross_rent,med_gross_rent_adj
1400000US06037531000,6037531000,2014,772,1078,1234
1400000US06037531101,6037531101,2014,887,978,1120
1400000US06037531102,6037531102,2014,651,857,981
1400000US06037531201,6037531201,2014,987,932,1067
1400000US06037531202,6037531202,2014,859,935,1070
1400000US06037531301,6037531301,2014,962,890,1019
1400000US06037531302,6037531302,2014,966,981,1123
1400000US06037531502,6037531502,2014,567,1040,1191
1400000US06037531503,6037531503,2014,564,1034,1184
1400000US06037531504,6037531504,2014,731,1004,1149
1400000US06037531602,6037531602,2014,914,1030,1179
1400000US06037531603,6037531603,2014,577,1105,1265
1400000US06037531604,6037531604,2014,673,949,1087
1400000US06037531701,6037531701,2014,838,1124,1287
1400000US06037531702,6037531702,2014,822,921,1054
1400000US06037531800,6037531800,2014,680,1025,1174
1400000US06037531901,6037531901,2014,1017,939,1075
1400000US06037531902,6037531902,2014,631,1012,1159
1400000US06037532001,6037532001,2014,730,1006,1152
1400000US06037532002,6037532002,2014,575,1109,1270
1400000US06037532101,6037532101,2014,1328,1153,1320
1400000US06037532102,6037532102,2014,401,997,1141
1400000US06037532200,6037532200,2014,1168,1113,1274
1400000US06037532302,6037532302,2014,607,871,997
1400000US06037532303,6037532303,2014,694,875,1002
1400000US06037532304,6037532304,2014,881,913,1045
1400000US06037532500,6037532500,2014,796,927,1061
1400000US06037532605,6037532605,2014,915,908,1040
1400000US06037532606,6037532606,2014,1052,869,995
1400000US06037532607,6037532607,2014,1180,975,1116
1400000US06037532700,6037532700,2014,325,996,1140
1400000US06037532800,6037532800,2014,667,866,991
1400000US06037532900,6037532900,2014,1184,891,1020
1400000US06037533001,6037533001,2014,720,906,1037
1400000US06037533002,6037533002,2014,200,973,1114
1400000US06037533103,6037533103,2014,929,897,1027
1400000US06037533104,6037533104,2014,1190,836,957
1400000US06037533105,6037533105,2014,585,946,1083
1400000US06037533108,6037533108,2014,1044,970,1110
1400000US06037533201,6037533201,2014,527,978,1120
1400000US06037533204,6037533204,2014,674,1025,1173
1400000US06037533300,6037533300,2014,628,939,1075
1400000US06037533401,6037533401,2014,775,971,1112
1400000US06037533402,6037533402,2014,672,1011,1158
1400000US06037533403,6037533403,2014,561,974,1115
1400000US06037533501,6037533501,2014,600,1035,1185
1400000US06037533504,6037533504,2014,615,943,1080
1400000US06037533601,6037533601,2014,914,1001,1146
1400000US06037533602,6037533602,2014,1015,999,1144
1400000US06037533603,6037533603,2014,1314,961,1100
1400000US06037533701,6037533701,2014,692,995,1139
1400000US06037533702,6037533702,2014,649,1075,1231
1400000US06037533703,6037533703,2014,445,1019,1167
1400000US06037533803,6037533803,2014,1189,1046,1198
1400000US06037533804,6037533804,2014,746,964,1104
1400000US06037533805,6037533805,2014,599,1090,1248
1400000US06037533806,6037533806,2014,494,994,1138
1400000US06037533901,6037533901,2014,1181,1177,1348
1400000US06037533902,6037533902,2014,631,1137,1302
1400000US06037534001,6037534001,2014,950,1130,1294
1400000US06037534002,6037534002,2014,600,1130,1294
1400000US06037534101,6037534101,2014,387,1067,1222
1400000US06037534102,6037534102,2014,1235,1150,1317
1400000US06037534201,6037534201,2014,848,1070,1225
1400000US06037534202,6037534202,2014,1038,1119,1281
1400000US06037534203,6037534203,2014,612,1075,1231
1400000US06037534301,6037534301,2014,900,1087,1245
1400000US06037534302,6037534302,2014,813,1136,1301
1400000US06037534403,6037534403,2014,603,1092,1251
1400000US06037534404,6037534404,2014,702,1076,1232
1400000US06037534405,6037534405,2014,807,1164,1333
1400000US06037534406,6037534406,2014,965,1236,1415
1400000US06037534501,6037534501,2014,569,939,1075
1400000US06037534502,6037534502,2014,452,1018,1166
1400000US06037534700,6037534700,2014,283,1340,1534
1400000US06037534802,6037534802,2014,395,1097,1256
1400000US06037534803,6037534803,2014,691,940,1076
1400000US06037534804,6037534804,2014,513,989,1132
1400000US06037534900,6037534900,2014,955,1037,1187
1400000US06037535001,6037535001,2014,553,861,986
1400000US06037535002,6037535002,2014,490,965,1105
1400000US06037535101,6037535101,2014,1091,1103,1263
1400000US06037535102,6037535102,2014,703,1098,1257
1400000US06037535200,6037535200,2014,755,1238,1417
1400000US06037535300,6037535300,2014,955,995,1139
1400000US06037535400,6037535400,2014,359,996,1140
1400000US06037535501,6037535501,2014,798,962,1101
1400000US06037535502,6037535502,2014,795,977,1119
1400000US06037535503,6037535503,2014,441,978,1120
1400000US06037535603,6037535603,2014,554,951,1089
1400000US06037535604,6037535604,2014,538,957,1096
1400000US06037535605,6037535605,2014,772,962,1101
1400000US06037535606,6037535606,2014,338,901,1032
1400000US06037535607,6037535607,2014,402,999,1144
1400000US06037535701,6037535701,2014,755,987,1130
1400000US06037535702,6037535702,2014,906,988,1131
1400000US06037535802,6037535802,2014,860,1038,1188
1400000US06037535803,6037535803,2014,722,1085,1242
1400000US06037535804,6037535804,2014,852,970,1111
1400000US06037535901,6037535901,2014,552,1075,1231
1400000US06037535902,6037535902,2014,301,1170,1340
1400000US06037536000,6037536000,2014,661,999,1144
1400000US06037536102,6037536102,2014,381,1122,1285
1400000US06037536103,6037536103,2014,557,994,1138
1400000US06037536104,6037536104,2014,506,1070,1225
1400000US06037536201,6037536201,2014,507,1068,1222
1400000US06037536202,6037536202,2014,287,1037,1187
1400000US06037540000,6037540000,2014,674,1184,1356
1400000US06037540101,6037540101,2014,592,1071,1226
1400000US06037540102,6037540102,2014,516,1051,1203
1400000US06037540201,6037540201,2014,464,915,1048
1400000US06037540202,6037540202,2014,1396,971,1112
1400000US06037540203,6037540203,2014,935,987,1130
1400000US06037540300,6037540300,2014,612,994,1138
1400000US06037540400,6037540400,2014,280,1027,1176
1400000US06037540501,6037540501,2014,397,1256,1438
1400000US06037540502,6037540502,2014,1205,1045,1196
1400000US06037540600,6037540600,2014,709,946,1083
1400000US06037540700,6037540700,2014,418,1225,1403
1400000US06037540800,6037540800,2014,541,988,1131
1400000US06037540901,6037540901,2014,524,1194,1367
1400000US06037540902,6037540902,2014,594,1074,1230
1400000US06037541003,6037541003,2014,181,1775,2032
1400000US06037541100,6037541100,2014,382,1076,1232
1400000US06037541200,6037541200,2014,621,1077,1233
1400000US06037541300,6037541300,2014,537,1279,1464
1400000US06037541401,6037541401,2014,597,1103,1263
1400000US06037541402,6037541402,2014,361,1103,1263
1400000US06037541500,6037541500,2014,772,955,1094
1400000US06037541603,6037541603,2014,385,898,1028
1400000US06037541604,6037541604,2014,852,975,1116
1400000US06037541605,6037541605,2014,657,1090,1248
1400000US06037541606,6037541606,2014,407,1155,1322
1400000US06037541700,6037541700,2014,485,1257,1439
1400000US06037541801,6037541801,2014,581,1136,1301
1400000US06037541802,6037541802,2014,464,1193,1366
1400000US06037542000,6037542000,2014,519,1180,1351
1400000US06037542103,6037542103,2014,428,1170,1340
1400000US06037542104,6037542104,2014,299,1163,1332
1400000US06037542105,6037542105,2014,607,1014,1161
1400000US06037542106,6037542106,2014,382,1000,1145
1400000US06037542200,6037542200,2014,517,1163,1332
1400000US06037542401,6037542401,2014,379,1178,1349
1400000US06037542402,6037542402,2014,232,1217,1393
1400000US06037542501,6037542501,2014,550,1099,1258
1400000US06037542502,6037542502,2014,904,959,1098
1400000US06037542601,6037542601,2014,489,966,1106
1400000US06037542602,6037542602,2014,748,943,1080
1400000US06037542700,6037542700,2014,436,1138,1303
1400000US06037542800,6037542800,2014,206,1381,1581
1400000US06037542900,6037542900,2014,254,1031,1180
1400000US06037543000,6037543000,2014,441,1050,1202
1400000US06037543100,6037543100,2014,467,1481,1696
1400000US06037543201,6037543201,2014,373,1208,1383
1400000US06037543203,6037543203,2014,658,1126,1289
1400000US06037543304,6037543304,2014,190,2000,2290
1400000US06037543305,6037543305,2014,76,1175,1345
1400000US06037543306,6037543306,2014,398,1663,1904
1400000US06037543321,6037543321,2014,145,1709,1957
1400000US06037543322,6037543322,2014,254,919,1052
1400000US06037543400,6037543400,2014,166,1704,1951
1400000US06037543501,6037543501,2014,753,1137,1302
1400000US06037543502,6037543502,2014,492,1253,1435
1400000US06037543503,6037543503,2014,640,1446,1656
1400000US06037543601,6037543601,2014,389,1359,1556
1400000US06037543603,6037543603,2014,88,1156,1324
1400000US06037543605,6037543605,2014,470,1090,1248
1400000US06037543606,6037543606,2014,330,1090,1248
1400000US06037543607,6037543607,2014,89,2000,2290
1400000US06037543701,6037543701,2014,119,1821,2085
1400000US06037543703,6037543703,2014,201,1125,1288
1400000US06037543704,6037543704,2014,379,1539,1762
1400000US06037543705,6037543705,2014,366,1539,1762
1400000US06037543801,6037543801,2014,376,1176,1346
1400000US06037543803,6037543803,2014,554,1197,1370
1400000US06037543804,6037543804,2014,440,1197,1370
1400000US06037543903,6037543903,2014,175,1102,1262
1400000US06037543905,6037543905,2014,371,1527,1748
1400000US06037544001,6037544001,2014,260,1146,1312
1400000US06037544002,6037544002,2014,260,1459,1670
1400000US06037550101,6037550101,2014,102,1730,1981
1400000US06037550201,6037550201,2014,378,1160,1328
1400000US06037550202,6037550202,2014,284,2000,2290
1400000US06037550301,6037550301,2014,411,1307,1496
1400000US06037550501,6037550501,2014,215,1463,1675
1400000US06037550502,6037550502,2014,430,1459,1670
1400000US06037550601,6037550601,2014,753,1198,1372
1400000US06037550602,6037550602,2014,212,1223,1400
1400000US06037550700,6037550700,2014,464,1660,1901
1400000US06037550801,6037550801,2014,508,1348,1543
1400000US06037550802,6037550802,2014,420,1348,1543
1400000US06037550901,6037550901,2014,993,1261,1444
1400000US06037550902,6037550902,2014,1307,1205,1380
1400000US06037551001,6037551001,2014,434,1248,1429
1400000US06037551002,6037551002,2014,293,1248,1429
1400000US06037551101,6037551101,2014,909,1088,1246
1400000US06037551102,6037551102,2014,1570,1155,1322
1400000US06037551201,6037551201,2014,600,1293,1480
1400000US06037551203,6037551203,2014,651,1324,1516
1400000US06037551204,6037551204,2014,611,1324,1516
1400000US06037551300,6037551300,2014,1357,1180,1351
1400000US06037551401,6037551401,2014,786,1120,1282
1400000US06037551402,6037551402,2014,419,1214,1390
1400000US06037551501,6037551501,2014,713,1277,1462
1400000US06037551502,6037551502,2014,408,1193,1366
1400000US06037551700,6037551700,2014,645,1353,1549
1400000US06037551801,6037551801,2014,645,1196,1369
1400000US06037551802,6037551802,2014,614,1196,1369
1400000US06037551900,6037551900,2014,472,1381,1581
1400000US06037552001,6037552001,2014,166,1421,1627
1400000US06037552002,6037552002,2014,549,1552,1777
1400000US06037552100,6037552100,2014,800,593,679
1400000US06037552200,6037552200,2014,1138,1121,1283
1400000US06037552301,6037552301,2014,497,1764,2020
1400000US06037552302,6037552302,2014,626,977,1119
1400000US06037552400,6037552400,2014,144,1763,2018
1400000US06037552601,6037552601,2014,141,1043,1194
1400000US06037552602,6037552602,2014,381,1527,1748
1400000US06037552700,6037552700,2014,413,1453,1664
1400000US06037552800,6037552800,2014,655,1350,1546
1400000US06037552900,6037552900,2014,878,1266,1449
1400000US06037553000,6037553000,2014,190,1661,1902
1400000US06037553100,6037553100,2014,810,1651,1890
1400000US06037553201,6037553201,2014,240,1165,1334
1400000US06037553202,6037553202,2014,204,1165,1334
1400000US06037553300,6037553300,2014,264,744,852
1400000US06037553400,6037553400,2014,326,1136,1301
1400000US06037553502,6037553502,2014,839,1178,1349
1400000US06037553503,6037553503,2014,444,1299,1487
1400000US06037553504,6037553504,2014,605,1204,1378
1400000US06037553601,6037553601,2014,780,1214,1390
1400000US06037553602,6037553602,2014,831,1332,1525
1400000US06037553701,6037553701,2014,563,1181,1352
1400000US06037553702,6037553702,2014,589,1022,1170
1400000US06037553801,6037553801,2014,829,1205,1380
1400000US06037553802,6037553802,2014,1217,1054,1207
1400000US06037553901,6037553901,2014,777,1071,1226
1400000US06037553902,6037553902,2014,1097,1238,1417
1400000US06037554001,6037554001,2014,369,1484,1699
1400000US06037554002,6037554002,2014,982,1140,1305
1400000US06037554101,6037554101,2014,739,1126,1289
1400000US06037554105,6037554105,2014,1497,1169,1338
1400000US06037554106,6037554106,2014,670,1245,1425
1400000US06037554201,6037554201,2014,519,1366,1564
1400000US06037554203,6037554203,2014,913,1092,1250
1400000US06037554204,6037554204,2014,1296,993,1137
1400000US06037554301,6037554301,2014,523,1210,1385
1400000US06037554302,6037554302,2014,921,1270,1454
1400000US06037554403,6037554403,2014,1256,1183,1354
1400000US06037554404,6037554404,2014,1076,1176,1346
1400000US06037554405,6037554405,2014,1078,1085,1242
1400000US06037554406,6037554406,2014,842,1297,1485
1400000US06037554511,6037554511,2014,272,2000,2290
1400000US06037554512,6037554512,2014,198,2000,2290
1400000US06037554513,6037554513,2014,167,2000,2290
1400000US06037554514,6037554514,2014,382,1806,2068
1400000US06037554515,6037554515,2014,157,1852,2120
1400000US06037554516,6037554516,2014,149,2000,2290
1400000US06037554517,6037554517,2014,456,1849,2117
1400000US06037554518,6037554518,2014,287,2000,2290
1400000US06037554519,6037554519,2014,123,2000,2290
1400000US06037554521,6037554521,2014,559,1495,1712
1400000US06037554522,6037554522,2014,164,1920,2198
1400000US06037554600,6037554600,2014,547,1341,1535
1400000US06037554700,6037554700,2014,293,1589,1819
1400000US06037554801,6037554801,2014,215,1750,2004
1400000US06037554802,6037554802,2014,898,1376,1575
1400000US06037554900,6037554900,2014,1076,1302,1491
1400000US06037555001,6037555001,2014,522,1391,1593
1400000US06037555002,6037555002,2014,533,1503,1721
1400000US06037555105,6037555105,2014,953,1339,1533
1400000US06037555106,6037555106,2014,784,1322,1514
1400000US06037555107,6037555107,2014,890,1528,1749
1400000US06037555202,6037555202,2014,100,1530,1752
1400000US06037555211,6037555211,2014,757,1196,1369
1400000US06037555212,6037555212,2014,732,1220,1397
1400000US06037555300,6037555300,2014,167,1711,1959
1400000US06037570001,6037570001,2014,327,1381,1581
1400000US06037570002,6037570002,2014,146,1298,1486
1400000US06037570003,6037570003,2014,274,1803,2064
1400000US06037570100,6037570100,2014,171,1649,1888
1400000US06037570202,6037570202,2014,658,1139,1304
1400000US06037570203,6037570203,2014,879,1099,1258
1400000US06037570204,6037570204,2014,654,1116,1278
1400000US06037570303,6037570303,2014,580,1166,1335
1400000US06037570304,6037570304,2014,1009,1012,1159
1400000US06037570305,6037570305,2014,897,1026,1175
1400000US06037570306,6037570306,2014,566,1026,1175
1400000US06037570402,6037570402,2014,221,1315,1506
1400000US06037570403,6037570403,2014,742,946,1083
1400000US06037570404,6037570404,2014,423,1106,1266
1400000US06037570502,6037570502,2014,838,1273,1457
1400000US06037570503,6037570503,2014,254,1193,1366
1400000US06037570504,6037570504,2014,447,1193,1366
1400000US06037570601,6037570601,2014,831,1094,1253
1400000US06037570602,6037570602,2014,972,1080,1237
1400000US06037570603,6037570603,2014,1317,1072,1227
1400000US06037570701,6037570701,2014,1201,1215,1391
1400000US06037570703,6037570703,2014,245,1545,1769
1400000US06037570800,6037570800,2014,377,1792,2052
1400000US06037570901,6037570901,2014,260,2000,2290
1400000US06037570902,6037570902,2014,296,1810,2072
1400000US06037571000,6037571000,2014,251,1800,2061
1400000US06037571101,6037571101,2014,261,1994,2283
1400000US06037571102,6037571102,2014,291,2000,2290
1400000US06037571201,6037571201,2014,729,1137,1302
1400000US06037571202,6037571202,2014,730,1137,1302
1400000US06037571300,6037571300,2014,230,1583,1812
1400000US06037571400,6037571400,2014,572,1224,1402
1400000US06037571502,6037571502,2014,810,1166,1335
1400000US06037571504,6037571504,2014,1090,1038,1188
1400000US06037571505,6037571505,2014,313,1344,1539
1400000US06037571600,6037571600,2014,760,326,373
1400000US06037571701,6037571701,2014,986,1102,1262
1400000US06037571703,6037571703,2014,701,1019,1167
1400000US06037571704,6037571704,2014,582,1001,1146
1400000US06037571800,6037571800,2014,349,1244,1425
1400000US06037571900,6037571900,2014,1142,1102,1262
1400000US06037572001,6037572001,2014,986,1239,1419
1400000US06037572201,6037572201,2014,890,1065,1219
1400000US06037572202,6037572202,2014,371,1241,1421
1400000US06037572301,6037572301,2014,505,1224,1402
1400000US06037572500,6037572500,2014,926,433,496
1400000US06037572600,6037572600,2014,338,1214,1390
1400000US06037572700,6037572700,2014,373,1096,1255
1400000US06037573002,6037573002,2014,1010,1023,1171
1400000US06037573003,6037573003,2014,257,1096,1255
1400000US06037573004,6037573004,2014,1306,988,1131
1400000US06037573101,6037573101,2014,772,1102,1262
1400000US06037573102,6037573102,2014,977,1102,1262
1400000US06037573201,6037573201,2014,1129,932,1067
1400000US06037573202,6037573202,2014,1006,987,1130
1400000US06037573300,6037573300,2014,762,1127,1290
1400000US06037573401,6037573401,2014,293,1138,1303
1400000US06037573402,6037573402,2014,1532,1100,1259
1400000US06037573403,6037573403,2014,308,1761,2016
1400000US06037573601,6037573601,2014,541,1991,2279
1400000US06037573700,6037573700,2014,190,2000,2290
1400000US06037573800,6037573800,2014,223,2000,2290
1400000US06037573902,6037573902,2014,131,1410,1614
1400000US06037574000,6037574000,2014,196,2000,2290
1400000US06037574100,6037574100,2014,414,1901,2176
1400000US06037574201,6037574201,2014,140,2000,2290
1400000US06037574202,6037574202,2014,418,1415,1620
1400000US06037574300,6037574300,2014,600,1352,1548
1400000US06037574400,6037574400,2014,245,1954,2237
1400000US06037574500,6037574500,2014,345,2000,2290
1400000US06037574602,6037574602,2014,131,2000,2290
1400000US06037574800,6037574800,2014,641,1157,1325
1400000US06037574901,6037574901,2014,298,1817,2080
1400000US06037574902,6037574902,2014,1338,1503,1721
1400000US06037575001,6037575001,2014,1246,1549,1774
1400000US06037575002,6037575002,2014,1145,1508,1727
1400000US06037575101,6037575101,2014,983,1007,1153
1400000US06037575102,6037575102,2014,1052,1028,1177
1400000US06037575103,6037575103,2014,1608,1067,1222
1400000US06037575201,6037575201,2014,949,1015,1162
1400000US06037575202,6037575202,2014,966,1006,1152
1400000US06037575300,6037575300,2014,1128,883,1011
1400000US06037575401,6037575401,2014,1152,937,1073
1400000US06037575402,6037575402,2014,899,971,1112
1400000US06037575801,6037575801,2014,640,886,1014
1400000US06037575802,6037575802,2014,1349,922,1056
1400000US06037575803,6037575803,2014,1147,766,877
1400000US06037575901,6037575901,2014,791,964,1104
1400000US06037575902,6037575902,2014,2345,943,1080
1400000US06037576001,6037576001,2014,1894,1817,2080
1400000US06037576200,6037576200,2014,2478,923,1057
1400000US06037576301,6037576301,2014,1262,938,1074
1400000US06037576302,6037576302,2014,1059,965,1105
1400000US06037576401,6037576401,2014,1090,1000,1145
1400000US06037576402,6037576402,2014,1076,1000,1145
1400000US06037576403,6037576403,2014,1243,1124,1287
1400000US06037576501,6037576501,2014,1271,974,1115
1400000US06037576502,6037576502,2014,1690,1022,1170
1400000US06037576503,6037576503,2014,1539,1018,1166
1400000US06037576601,6037576601,2014,2017,1070,1225
1400000US06037576602,6037576602,2014,1974,1186,1358
1400000US06037576700,6037576700,2014,1376,1302,1491
1400000US06037576801,6037576801,2014,1613,988,1131
1400000US06037576802,6037576802,2014,1406,1136,1301
1400000US06037576901,6037576901,2014,1616,1051,1203
1400000US06037576903,6037576903,2014,1220,1138,1303
1400000US06037576904,6037576904,2014,924,1132,1296
1400000US06037577000,6037577000,2014,2458,1190,1362
1400000US06037577100,6037577100,2014,2558,1208,1383
1400000US06037577200,6037577200,2014,2341,1282,1468
1400000US06037577300,6037577300,2014,2281,1300,1488
1400000US06037577400,6037577400,2014,969,1305,1494
1400000US06037577501,6037577501,2014,708,1516,1736
1400000US06037577504,6037577504,2014,430,1512,1731
1400000US06037577602,6037577602,2014,482,1828,2093
1400000US06037577604,6037577604,2014,108,1951,2234
1400000US06037577605,6037577605,2014,809,1528,1749
1400000US06037577606,6037577606,2014,612,1528,1749
1400000US06037577700,6037577700,2014,449,1396,1598
1400000US06037577800,6037577800,2014,302,1431,1638
1400000US06037577900,6037577900,2014,1085,1391,1593
1400000US06037578000,6037578000,2014,1053,961,1100
1400000US06037599000,6037599000,2014,944,1389,1590
1400000US06037600100,6037600100,2014,1651,1009,1155
1400000US06037600201,6037600201,2014,871,1047,1199
1400000US06037600202,6037600202,2014,1675,948,1085
1400000US06037600302,6037600302,2014,298,1164,1333
1400000US06037600303,6037600303,2014,966,1038,1188
1400000US06037600304,6037600304,2014,821,913,1045
1400000US06037600400,6037600400,2014,554,1257,1439
1400000US06037600501,6037600501,2014,309,1125,1288
1400000US06037600601,6037600601,2014,324,1205,1380
1400000US06037600602,6037600602,2014,669,1098,1257
1400000US06037600702,6037600702,2014,390,1266,1449
1400000US06037600703,6037600703,2014,183,1835,2101
1400000US06037600704,6037600704,2014,641,1234,1413
1400000US06037600801,6037600801,2014,213,1170,1340
1400000US06037600802,6037600802,2014,506,1099,1258
1400000US06037600902,6037600902,2014,1993,964,1104
1400000US06037600911,6037600911,2014,582,1231,1409
1400000US06037600912,6037600912,2014,725,1123,1286
1400000US06037601001,6037601001,2014,871,963,1103
1400000US06037601002,6037601002,2014,1669,1069,1224
1400000US06037601100,6037601100,2014,2014,1025,1174
1400000US06037601202,6037601202,2014,543,1013,1160
1400000US06037601211,6037601211,2014,942,1088,1246
1400000US06037601212,6037601212,2014,1673,1071,1226
1400000US06037601301,6037601301,2014,275,1266,1449
1400000US06037601302,6037601302,2014,2235,1132,1296
1400000US06037601303,6037601303,2014,1764,1097,1256
1400000US06037601401,6037601401,2014,1089,1156,1324
1400000US06037601402,6037601402,2014,629,1044,1195
1400000US06037601501,6037601501,2014,911,904,1035
1400000US06037601502,6037601502,2014,580,1029,1178
1400000US06037601600,6037601600,2014,703,1029,1178
1400000US06037601700,6037601700,2014,939,1122,1285
1400000US06037601801,6037601801,2014,507,1088,1246
1400000US06037601802,6037601802,2014,633,941,1077
1400000US06037601900,6037601900,2014,983,1090,1248
1400000US06037602002,6037602002,2014,560,973,1114
1400000US06037602003,6037602003,2014,842,1150,1317
1400000US06037602103,6037602103,2014,1806,1061,1215
1400000US06037602104,6037602104,2014,1459,1130,1294
1400000US06037602105,6037602105,2014,1136,1093,1251
1400000US06037602106,6037602106,2014,1928,999,1144
1400000US06037602201,6037602201,2014,1117,1388,1589
1400000US06037602202,6037602202,2014,343,1388,1589
1400000US06037602301,6037602301,2014,636,1153,1320
1400000US06037602302,6037602302,2014,226,1964,2249
1400000US06037602402,6037602402,2014,895,1169,1338
1400000US06037602403,6037602403,2014,1493,1101,1261
1400000US06037602404,6037602404,2014,1593,1116,1278
1400000US06037602504,6037602504,2014,1648,1004,1149
1400000US06037602505,6037602505,2014,1541,948,1085
1400000US06037602506,6037602506,2014,1552,996,1140
1400000US06037602507,6037602507,2014,1335,937,1073
1400000US06037602510,6037602510,2014,1072,996,1140
1400000US06037602511,6037602511,2014,1073,997,1142
1400000US06037602512,6037602512,2014,105,1170,1340
1400000US06037602513,6037602513,2014,621,1178,1349
1400000US06037602601,6037602601,2014,674,1081,1238
1400000US06037602602,6037602602,2014,337,1081,1238
1400000US06037602700,6037602700,2014,159,1323,1515
1400000US06037602801,6037602801,2014,982,957,1096
1400000US06037602802,6037602802,2014,391,971,1112
1400000US06037602900,6037602900,2014,453,863,988
1400000US06037603004,6037603004,2014,505,1035,1185
1400000US06037603005,6037603005,2014,1125,1165,1334
1400000US06037603006,6037603006,2014,569,1207,1382
1400000US06037603007,6037603007,2014,869,1114,1275
1400000US06037603008,6037603008,2014,607,1114,1275
1400000US06037603101,6037603101,2014,1019,1222,1399
1400000US06037603102,6037603102,2014,895,1105,1265
1400000US06037603200,6037603200,2014,337,1167,1336
1400000US06037603301,6037603301,2014,974,1276,1461
1400000US06037603302,6037603302,2014,697,1137,1302
1400000US06037603400,6037603400,2014,612,993,1137
1400000US06037603500,6037603500,2014,190,1287,1473
1400000US06037603600,6037603600,2014,426,1385,1586
1400000US06037603702,6037603702,2014,321,1744,1997
1400000US06037603703,6037603703,2014,86,1673,1915
1400000US06037603705,6037603705,2014,730,997,1141
1400000US06037603706,6037603706,2014,1008,997,1141
1400000US06037603801,6037603801,2014,1042,1242,1422
1400000US06037603802,6037603802,2014,752,1267,1451
1400000US06037603901,6037603901,2014,676,1412,1617
1400000US06037603902,6037603902,2014,690,1412,1617
1400000US06037604001,6037604001,2014,835,1411,1615
1400000US06037604002,6037604002,2014,1114,1362,1559
1400000US06037604101,6037604101,2014,599,1317,1508
1400000US06037604102,6037604102,2014,665,1317,1508
1400000US06037604200,6037604200,2014,709,1288,1474
1400000US06037609900,6037609900,2014,258,1282,1468
1400000US06037620001,6037620001,2014,807,1518,1738
1400000US06037620002,6037620002,2014,975,1553,1778
1400000US06037620101,6037620101,2014,877,1437,1645
1400000US06037620102,6037620102,2014,1157,1668,1910
1400000US06037620201,6037620201,2014,625,2000,2290
1400000US06037620301,6037620301,2014,261,2000,2290
1400000US06037620303,6037620303,2014,330,2000,2290
1400000US06037620305,6037620305,2014,1404,1970,2255
1400000US06037620400,6037620400,2014,507,1917,2195
1400000US06037620501,6037620501,2014,704,1877,2149
1400000US06037620521,6037620521,2014,818,1445,1654
1400000US06037620522,6037620522,2014,841,1592,1823
1400000US06037620601,6037620601,2014,1227,1515,1735
1400000US06037620602,6037620602,2014,607,1801,2062
1400000US06037620701,6037620701,2014,1362,1621,1856
1400000US06037620703,6037620703,2014,348,1995,2284
1400000US06037620704,6037620704,2014,451,1995,2284
1400000US06037620801,6037620801,2014,369,1755,2009
1400000US06037620802,6037620802,2014,398,1755,2009
1400000US06037620901,6037620901,2014,173,1792,2052
1400000US06037620904,6037620904,2014,321,1849,2117
1400000US06037621001,6037621001,2014,919,1890,2164
1400000US06037621005,6037621005,2014,1508,1991,2280
1400000US06037621102,6037621102,2014,561,1801,2062
1400000US06037621104,6037621104,2014,2121,1798,2059
1400000US06037621201,6037621201,2014,1139,1740,1992
1400000US06037621204,6037621204,2014,1382,1639,1877
1400000US06037621301,6037621301,2014,1398,1812,2075
1400000US06037621324,6037621324,2014,1157,1846,2114
1400000US06037621326,6037621326,2014,1482,1759,2014
1400000US06037621400,6037621400,2014,860,1688,1933
1400000US06037650001,6037650001,2014,658,1163,1332
1400000US06037650003,6037650003,2014,721,1140,1305
1400000US06037650004,6037650004,2014,840,1309,1499
1400000US06037650101,6037650101,2014,486,1408,1612
1400000US06037650102,6037650102,2014,267,1831,2096
1400000US06037650200,6037650200,2014,440,1653,1893
1400000US06037650300,6037650300,2014,1336,1455,1666
1400000US06037650401,6037650401,2014,342,2000,2290
1400000US06037650501,6037650501,2014,88,2000,2290
1400000US06037650502,6037650502,2014,421,1847,2115
1400000US06037650603,6037650603,2014,603,1269,1453
1400000US06037650604,6037650604,2014,2371,1294,1482
1400000US06037650605,6037650605,2014,798,1414,1619
1400000US06037650606,6037650606,2014,1452,1482,1697
1400000US06037650607,6037650607,2014,1001,1482,1697
1400000US06037650701,6037650701,2014,126,1839,2105
1400000US06037650702,6037650702,2014,301,2000,2290
1400000US06037650801,6037650801,2014,546,2000,2290
1400000US06037650802,6037650802,2014,404,2000,2290
1400000US06037650901,6037650901,2014,1503,1202,1376
1400000US06037650903,6037650903,2014,667,1360,1557
1400000US06037650904,6037650904,2014,589,1360,1557
1400000US06037651001,6037651001,2014,418,1541,1764
1400000US06037651002,6037651002,2014,680,1438,1646
1400000US06037651101,6037651101,2014,874,1724,1974
1400000US06037651102,6037651102,2014,1020,1348,1543
1400000US06037651201,6037651201,2014,280,2000,2290
1400000US06037651221,6037651221,2014,947,1270,1454
1400000US06037651222,6037651222,2014,1469,1638,1875
1400000US06037651302,6037651302,2014,576,2000,2290
1400000US06037651304,6037651304,2014,1213,1659,1899
1400000US06037651401,6037651401,2014,288,1469,1682
1400000US06037651402,6037651402,2014,758,1489,1705
1400000US06037670001,6037670001,2014,433,1201,1375
1400000US06037670002,6037670002,2014,930,1314,1504
1400000US06037670003,6037670003,2014,1380,1372,1571
1400000US06037670101,6037670101,2014,1110,1155,1323
