geoid,geoid20,year,denom_renters,med_gross_rent,med_gross_rent_adj
1400000US06037402706,6037402706,2019,355,1737,1841
1400000US06037402801,6037402801,2019,725,1165,1235
1400000US06037402803,6037402803,2019,429,1328,1407
1400000US06037402804,6037402804,2019,716,1294,1371
1400000US06037402902,6037402902,2019,800,1201,1273
1400000US06037402903,6037402903,2019,437,1329,1409
1400000US06037402904,6037402904,2019,175,1654,1753
1400000US06037403000,6037403000,2019,363,1813,1921
1400000US06037403305,6037403305,2019,189,2490,2639
1400000US06037403316,6037403316,2019,627,1668,1768
1400000US06037403317,6037403317,2019,220,2194,2325
1400000US06037403318,6037403318,2019,456,1775,1881
1400000US06037403319,6037403319,2019,549,1779,1885
1400000US06037403320,6037403320,2019,246,2321,2460
1400000US06037403321,6037403321,2019,477,2180,2310
1400000US06037403323,6037403323,2019,519,2562,2715
1400000US06037403324,6037403324,2019,390,1891,2004
1400000US06037403325,6037403325,2019,455,2294,2432
1400000US06037403326,6037403326,2019,71,2270,2406
1400000US06037403327,6037403327,2019,422,2105,2231
1400000US06037403328,6037403328,2019,326,2105,2231
1400000US06037403401,6037403401,2019,314,2666,2826
1400000US06037403402,6037403402,2019,210,2595,2750
1400000US06037403403,6037403403,2019,174,2287,2424
1400000US06037403404,6037403404,2019,73,3176,3366
1400000US06037403407,6037403407,2019,31,2179,2309
1400000US06037403408,6037403408,2019,190,2388,2531
1400000US06037403409,6037403409,2019,380,1972,2090
1400000US06037403500,6037403500,2019,153,2042,2164
1400000US06037403601,6037403601,2019,551,1716,1819
1400000US06037403702,6037403702,2019,142,1914,2029
1400000US06037403703,6037403703,2019,346,2078,2202
1400000US06037403721,6037403721,2019,701,1340,1420
1400000US06037403722,6037403722,2019,1042,1362,1443
1400000US06037403801,6037403801,2019,711,1851,1962
1400000US06037403802,6037403802,2019,893,1775,1881
1400000US06037403901,6037403901,2019,207,2086,2211
1400000US06037403902,6037403902,2019,486,1805,1913
1400000US06037404000,6037404000,2019,512,1693,1794
1400000US06037404100,6037404100,2019,511,1707,1809
1400000US06037404201,6037404201,2019,435,1318,1397
1400000US06037404203,6037404203,2019,340,1354,1435
1400000US06037404301,6037404301,2019,951,1422,1507
1400000US06037404302,6037404302,2019,221,1654,1753
1400000US06037404401,6037404401,2019,359,1439,1525
1400000US06037404402,6037404402,2019,544,1617,1714
1400000US06037404501,6037404501,2019,302,1537,1629
1400000US06037404503,6037404503,2019,186,1697,1799
1400000US06037404504,6037404504,2019,756,1382,1465
1400000US06037404600,6037404600,2019,120,1349,1429
1400000US06037404701,6037404701,2019,466,1641,1739
1400000US06037404702,6037404702,2019,699,1586,1681
1400000US06037404703,6037404703,2019,447,1371,1453
1400000US06037404804,6037404804,2019,699,1531,1623
1400000US06037404805,6037404805,2019,332,1531,1623
1400000US06037404806,6037404806,2019,784,1427,1513
1400000US06037404901,6037404901,2019,445,1328,1407
1400000US06037404902,6037404902,2019,254,1675,1775
1400000US06037404903,6037404903,2019,262,1515,1606
1400000US06037405001,6037405001,2019,310,1460,1547
1400000US06037405002,6037405002,2019,218,1362,1443
1400000US06037405101,6037405101,2019,417,1579,1673
1400000US06037405102,6037405102,2019,674,1403,1487
1400000US06037405201,6037405201,2019,633,1414,1499
1400000US06037405202,6037405202,2019,603,1299,1377
1400000US06037405203,6037405203,2019,223,1880,1992
1400000US06037405301,6037405301,2019,504,1519,1610
1400000US06037405302,6037405302,2019,635,1528,1619
1400000US06037405400,6037405400,2019,156,2032,2154
1400000US06037405500,6037405500,2019,533,1553,1646
1400000US06037405600,6037405600,2019,454,1321,1400
1400000US06037405701,6037405701,2019,283,1529,1620
1400000US06037405702,6037405702,2019,393,1293,1370
1400000US06037405800,6037405800,2019,624,1715,1818
1400000US06037405900,6037405900,2019,391,1390,1473
1400000US06037406000,6037406000,2019,501,1906,2020
1400000US06037406101,6037406101,2019,731,1368,1450
1400000US06037406103,6037406103,2019,2093,1395,1479
1400000US06037406201,6037406201,2019,492,1175,1245
1400000US06037406300,6037406300,2019,672,1636,1734
1400000US06037406413,6037406413,2019,422,1562,1656
1400000US06037406500,6037406500,2019,691,1645,1743
1400000US06037406601,6037406601,2019,206,1403,1487
1400000US06037406602,6037406602,2019,371,1429,1515
1400000US06037406701,6037406701,2019,332,1720,1823
1400000US06037406702,6037406702,2019,922,1830,1939
1400000US06037406801,6037406801,2019,202,1500,1590
1400000US06037406903,6037406903,2019,697,1146,1215
1400000US06037407001,6037407001,2019,255,1718,1821
1400000US06037407002,6037407002,2019,143,1798,1906
1400000US06037407101,6037407101,2019,502,1397,1481
1400000US06037407102,6037407102,2019,354,1571,1665
1400000US06037407201,6037407201,2019,214,1483,1572
1400000US06037407202,6037407202,2019,268,1483,1572
1400000US06037407301,6037407301,2019,269,1851,1962
1400000US06037407302,6037407302,2019,103,1718,1821
1400000US06037407400,6037407400,2019,121,1629,1726
1400000US06037407501,6037407501,2019,448,1468,1556
1400000US06037407502,6037407502,2019,279,1676,1776
1400000US06037407601,6037407601,2019,692,1121,1188
1400000US06037407602,6037407602,2019,289,1615,1712
1400000US06037407701,6037407701,2019,718,1330,1410
1400000US06037407702,6037407702,2019,465,1764,1870
1400000US06037407801,6037407801,2019,229,1479,1567
1400000US06037407802,6037407802,2019,183,1750,1855
1400000US06037407901,6037407901,2019,272,1695,1796
1400000US06037407902,6037407902,2019,125,1695,1796
1400000US06037408003,6037408003,2019,293,1657,1756
1400000US06037408004,6037408004,2019,419,1715,1817
1400000US06037408005,6037408005,2019,461,1758,1863
1400000US06037408006,6037408006,2019,503,1670,1770
1400000US06037408133,6037408133,2019,887,1650,1749
1400000US06037408134,6037408134,2019,176,2000,2120
1400000US06037408135,6037408135,2019,537,1958,2075
1400000US06037408136,6037408136,2019,211,2122,2249
1400000US06037408137,6037408137,2019,839,1730,1834
1400000US06037408138,6037408138,2019,331,1382,1465
1400000US06037408139,6037408139,2019,223,1866,1978
1400000US06037408140,6037408140,2019,180,1632,1730
1400000US06037408141,6037408141,2019,275,1576,1670
1400000US06037408212,6037408212,2019,290,1712,1814
1400000US06037408213,6037408213,2019,173,1616,1713
1400000US06037408301,6037408301,2019,456,1302,1380
1400000US06037408302,6037408302,2019,175,1902,2016
1400000US06037408303,6037408303,2019,163,1861,1973
1400000US06037408401,6037408401,2019,507,1691,1792
1400000US06037408402,6037408402,2019,127,2519,2670
1400000US06037408503,6037408503,2019,178,2562,2716
1400000US06037408504,6037408504,2019,706,1836,1946
1400000US06037408505,6037408505,2019,140,1833,1943
1400000US06037408623,6037408623,2019,318,1924,2039
1400000US06037408624,6037408624,2019,156,2234,2368
1400000US06037408625,6037408625,2019,322,2215,2348
1400000US06037408626,6037408626,2019,538,1788,1895
1400000US06037408627,6037408627,2019,123,2387,2530
1400000US06037408628,6037408628,2019,559,1463,1551
1400000US06037408629,6037408629,2019,143,2071,2195
1400000US06037408631,6037408631,2019,397,1949,2066
1400000US06037408703,6037408703,2019,258,2696,2857
1400000US06037408705,6037408705,2019,472,1810,1918
1400000US06037408707,6037408707,2019,291,2193,2324
1400000US06037408722,6037408722,2019,307,1930,2045
1400000US06037408724,6037408724,2019,1522,1344,1424
1400000US06037408725,6037408725,2019,781,1648,1746
1400000US06037408800,6037408800,2019,1171,1443,1529
1400000US06037408900,6037408900,2019,796,1579,1673
1400000US06037409000,6037409000,2019,1030,1835,1945
1400000US06037409100,6037409100,2019,440,1725,1828
1400000US06037430003,6037430003,2019,88,2167,2297
1400000US06037430004,6037430004,2019,482,1931,2047
1400000US06037430005,6037430005,2019,449,1931,2047
1400000US06037430101,6037430101,2019,1183,1275,1351
1400000US06037430102,6037430102,2019,429,1464,1552
1400000US06037430200,6037430200,2019,165,2516,2667
1400000US06037430301,6037430301,2019,235,2223,2356
1400000US06037430302,6037430302,2019,752,1525,1616
1400000US06037430400,6037430400,2019,317,2581,2735
1400000US06037430501,6037430501,2019,318,1815,1924
1400000US06037430502,6037430502,2019,1468,1543,1635
1400000US06037430600,6037430600,2019,204,3298,3495
1400000US06037430701,6037430701,2019,709,1583,1678
1400000US06037430721,6037430721,2019,694,1578,1672
1400000US06037430723,6037430723,2019,1050,1682,1783
1400000US06037430724,6037430724,2019,1467,1613,1710
1400000US06037430801,6037430801,2019,1298,1580,1675
1400000US06037430802,6037430802,2019,333,1853,1964
1400000US06037430803,6037430803,2019,437,1859,1970
1400000US06037430901,6037430901,2019,1054,1467,1555
1400000US06037430902,6037430902,2019,1025,1696,1798
1400000US06037431002,6037431002,2019,600,1200,1272
1400000US06037431003,6037431003,2019,863,1495,1584
1400000US06037431004,6037431004,2019,917,1495,1584
1400000US06037431100,6037431100,2019,1329,1734,1838
1400000US06037431200,6037431200,2019,517,1504,1594
1400000US06037431300,6037431300,2019,209,1714,1817
1400000US06037431400,6037431400,2019,370,1349,1430
1400000US06037431501,6037431501,2019,685,1391,1474
1400000US06037431502,6037431502,2019,563,1806,1914
1400000US06037431600,6037431600,2019,352,1946,2062
1400000US06037431701,6037431701,2019,575,1510,1601
1400000US06037431800,6037431800,2019,775,1756,1861
1400000US06037431900,6037431900,2019,798,1490,1579
1400000US06037432001,6037432001,2019,339,1555,1648
1400000US06037432002,6037432002,2019,700,1555,1648
1400000US06037432101,6037432101,2019,336,1910,2024
1400000US06037432102,6037432102,2019,404,1865,1977
1400000US06037432201,6037432201,2019,543,1313,1392
1400000US06037432202,6037432202,2019,461,1293,1370
1400000US06037432300,6037432300,2019,521,1691,1792
1400000US06037432401,6037432401,2019,594,1384,1467
1400000US06037432402,6037432402,2019,932,1267,1343
1400000US06037432501,6037432501,2019,415,1376,1458
1400000US06037432502,6037432502,2019,680,1376,1458
1400000US06037432601,6037432601,2019,845,1452,1539
1400000US06037432602,6037432602,2019,446,1568,1662
1400000US06037432700,6037432700,2019,736,1295,1372
1400000US06037432801,6037432801,2019,715,803,851
1400000US06037432802,6037432802,2019,1186,1288,1365
1400000US06037432901,6037432901,2019,529,1304,1382
1400000US06037432902,6037432902,2019,244,1371,1453
1400000US06037433103,6037433103,2019,941,1203,1275
1400000US06037433200,6037433200,2019,989,1123,1190
1400000US06037433302,6037433302,2019,303,1077,1141
1400000US06037433304,6037433304,2019,1120,1255,1330
1400000US06037433305,6037433305,2019,1009,1394,1477
1400000US06037433306,6037433306,2019,514,1428,1513
1400000US06037433307,6037433307,2019,495,1404,1488
1400000US06037433402,6037433402,2019,734,1333,1413
1400000US06037433403,6037433403,2019,1079,1126,1193
1400000US06037433505,6037433505,2019,670,1414,1498
1400000US06037433506,6037433506,2019,837,1207,1279
1400000US06037433601,6037433601,2019,626,1432,1518
1400000US06037433602,6037433602,2019,441,1390,1473
1400000US06037433803,6037433803,2019,33,1533,1625
1400000US06037433804,6037433804,2019,923,1301,1379
1400000US06037433901,6037433901,2019,1021,1224,1297
1400000US06037433903,6037433903,2019,459,1296,1374
1400000US06037434001,6037434001,2019,293,1415,1500
1400000US06037434003,6037434003,2019,622,1224,1297
1400000US06037434004,6037434004,2019,358,1473,1561
1400000US06037434100,6037434100,2019,737,1338,1419
1400000US06037460001,6037460001,2019,171,1824,1933
1400000US06037460002,6037460002,2019,51,1824,1933
1400000US06037460101,6037460101,2019,271,1847,1958
1400000US06037460200,6037460200,2019,438,1773,1879
1400000US06037460301,6037460301,2019,232,1894,2007
1400000US06037460302,6037460302,2019,381,1819,1928
1400000US06037460401,6037460401,2019,114,1608,1705
1400000US06037460501,6037460501,2019,96,3501,3710
1400000US06037460502,6037460502,2019,93,3501,3710
1400000US06037460601,6037460601,2019,624,1919,2034
1400000US06037460700,6037460700,2019,90,2638,2796
1400000US06037460800,6037460800,2019,51,3501,3710
1400000US06037460900,6037460900,2019,847,1786,1893
1400000US06037461000,6037461000,2019,501,1660,1759
1400000US06037461100,6037461100,2019,864,1626,1723
1400000US06037461200,6037461200,2019,253,1730,1834
1400000US06037461300,6037461300,2019,1068,1666,1766
1400000US06037461400,6037461400,2019,777,1662,1761
1400000US06037461501,6037461501,2019,650,1500,1590
1400000US06037461502,6037461502,2019,1071,1511,1601
1400000US06037461600,6037461600,2019,1082,1430,1516
1400000US06037461700,6037461700,2019,114,2351,2492
1400000US06037461901,6037461901,2019,1436,1340,1420
1400000US06037461902,6037461902,2019,1089,1377,1459
1400000US06037462001,6037462001,2019,878,1434,1520
1400000US06037462002,6037462002,2019,919,1235,1309
1400000US06037462100,6037462100,2019,1201,1398,1482
1400000US06037462201,6037462201,2019,1821,1319,1398
1400000US06037462202,6037462202,2019,1147,2347,2487
1400000US06037462301,6037462301,2019,1584,1602,1698
1400000US06037462302,6037462302,2019,1225,1770,1876
1400000US06037462400,6037462400,2019,717,1627,1724
1400000US06037462500,6037462500,2019,1044,1817,1926
1400000US06037462700,6037462700,2019,1370,1714,1817
1400000US06037462800,6037462800,2019,597,1881,1994
1400000US06037462900,6037462900,2019,303,2082,2207
1400000US06037463000,6037463000,2019,359,2347,2487
1400000US06037463103,6037463103,2019,633,1743,1848
1400000US06037463200,6037463200,2019,608,1674,1774
1400000US06037463300,6037463300,2019,418,1482,1571
1400000US06037463400,6037463400,2019,1432,1662,1761
1400000US06037463500,6037463500,2019,1786,1808,1916
1400000US06037463601,6037463601,2019,2392,1886,1999
1400000US06037463602,6037463602,2019,2468,2153,2282
1400000US06037463700,6037463700,2019,988,2638,2796
1400000US06037463800,6037463800,2019,220,2889,3062
1400000US06037463900,6037463900,2019,697,1902,2016
1400000US06037464000,6037464000,2019,967,1755,1860
1400000US06037464101,6037464101,2019,155,1931,2047
1400000US06037464102,6037464102,2019,150,1931,2047
1400000US06037464200,6037464200,2019,313,3501,3710
1400000US06037480002,6037480002,2019,238,2469,2617
1400000US06037480011,6037480011,2019,1061,1449,1536
1400000US06037480012,6037480012,2019,686,1488,1577
1400000US06037480101,6037480101,2019,509,1708,1810
1400000US06037480102,6037480102,2019,579,1591,1686
1400000US06037480201,6037480201,2019,152,2280,2416
1400000US06037480202,6037480202,2019,204,2148,2277
1400000US06037480302,6037480302,2019,1122,1407,1491
1400000US06037480303,6037480303,2019,1074,1470,1558
1400000US06037480304,6037480304,2019,1662,1338,1418
1400000US06037480400,6037480400,2019,1300,1576,1670
1400000US06037480500,6037480500,2019,741,1717,1820
1400000US06037480601,6037480601,2019,651,1831,1941
1400000US06037480602,6037480602,2019,1538,1831,1941
1400000US06037480702,6037480702,2019,490,1906,2020
1400000US06037480703,6037480703,2019,560,1813,1921
1400000US06037480704,6037480704,2019,1186,1728,1831
1400000US06037480802,6037480802,2019,339,1171,1241
1400000US06037480803,6037480803,2019,568,1544,1636
1400000US06037480804,6037480804,2019,1298,1416,1501
1400000US06037480901,6037480901,2019,1243,1445,1531
1400000US06037480902,6037480902,2019,1049,1354,1435
1400000US06037480903,6037480903,2019,636,1430,1516
1400000US06037481001,6037481001,2019,1010,1495,1584
1400000US06037481002,6037481002,2019,1358,1494,1583
1400000US06037481101,6037481101,2019,1163,1445,1531
1400000US06037481102,6037481102,2019,1261,1629,1726
1400000US06037481103,6037481103,2019,736,1417,1502
1400000US06037481201,6037481201,2019,724,1555,1648
1400000US06037481203,6037481203,2019,1035,1418,1503
1400000US06037481300,6037481300,2019,273,1472,1560
1400000US06037481401,6037481401,2019,1105,1469,1557
1400000US06037481403,6037481403,2019,407,1421,1506
1400000US06037481404,6037481404,2019,515,1421,1506
1400000US06037481500,6037481500,2019,457,1639,1737
1400000US06037481603,6037481603,2019,669,1445,1531
1400000US06037481604,6037481604,2019,894,1376,1458
1400000US06037481605,6037481605,2019,690,1271,1347
1400000US06037481606,6037481606,2019,1181,1417,1502
1400000US06037481711,6037481711,2019,1050,1379,1462
1400000US06037481712,6037481712,2019,1086,1399,1483
1400000US06037481713,6037481713,2019,593,1235,1309
1400000US06037481714,6037481714,2019,658,1244,1318
1400000US06037481901,6037481901,2019,590,1665,1765
1400000US06037481902,6037481902,2019,568,1385,1468
1400000US06037482001,6037482001,2019,223,1393,1476
1400000US06037482002,6037482002,2019,1182,1300,1378
1400000US06037482101,6037482101,2019,675,1329,1409
1400000US06037482102,6037482102,2019,179,1328,1407
1400000US06037482201,6037482201,2019,752,1378,1460
1400000US06037482202,6037482202,2019,930,1568,1662
1400000US06037482301,6037482301,2019,894,1306,1384
1400000US06037482303,6037482303,2019,1018,1367,1449
1400000US06037482304,6037482304,2019,624,1213,1286
1400000US06037482401,6037482401,2019,574,1485,1574
1400000US06037482403,6037482403,2019,311,1376,1458
1400000US06037482404,6037482404,2019,303,1376,1458
1400000US06037482502,6037482502,2019,481,1276,1352
1400000US06037482503,6037482503,2019,661,1431,1517
1400000US06037482521,6037482521,2019,462,1652,1751
1400000US06037482522,6037482522,2019,640,1555,1648
1400000US06037482600,6037482600,2019,829,1676,1776
1400000US06037482701,6037482701,2019,502,1446,1533
1400000US06037482702,6037482702,2019,223,1621,1718
1400000US06037482801,6037482801,2019,439,1464,1552
1400000US06037500100,6037500100,2019,268,1680,1781
1400000US06037500202,6037500202,2019,167,1220,1293
1400000US06037500203,6037500203,2019,79,1537,1629
1400000US06037500204,6037500204,2019,225,1537,1629
1400000US06037500300,6037500300,2019,98,1703,1805
1400000US06037500402,6037500402,2019,666,1391,1474
1400000US06037500403,6037500403,2019,109,1730,1833
1400000US06037500404,6037500404,2019,305,1466,1554
1400000US06037500500,6037500500,2019,250,1271,1347
1400000US06037500600,6037500600,2019,256,1207,1279
1400000US06037500700,6037500700,2019,483,1757,1862
1400000US06037500800,6037500800,2019,343,1711,1813
1400000US06037500900,6037500900,2019,820,1305,1383
1400000US06037501001,6037501001,2019,237,1561,1654
1400000US06037501002,6037501002,2019,336,1952,2069
1400000US06037501200,6037501200,2019,461,1401,1485
1400000US06037501301,6037501301,2019,445,1395,1478
1400000US06037501302,6037501302,2019,589,1395,1478
1400000US06037501400,6037501400,2019,829,1203,1275
1400000US06037501501,6037501501,2019,145,1671,1771
1400000US06037501503,6037501503,2019,1397,1374,1456
1400000US06037501504,6037501504,2019,1355,1060,1123
1400000US06037501600,6037501600,2019,704,1428,1514
1400000US06037501700,6037501700,2019,387,1450,1537
1400000US06037501802,6037501802,2019,576,1635,1733
1400000US06037501803,6037501803,2019,1307,1174,1244
1400000US06037501804,6037501804,2019,530,1284,1361
1400000US06037501900,6037501900,2019,188,1275,1352
1400000US06037502003,6037502003,2019,336,1306,1384
1400000US06037502004,6037502004,2019,354,1585,1680
1400000US06037502005,6037502005,2019,548,1512,1602
1400000US06037502100,6037502100,2019,569,1300,1377
1400000US06037502200,6037502200,2019,549,1617,1714
1400000US06037502303,6037502303,2019,809,1505,1595
1400000US06037502401,6037502401,2019,306,1583,1678
1400000US06037502402,6037502402,2019,149,1613,1710
1400000US06037502500,6037502500,2019,600,1313,1392
1400000US06037502602,6037502602,2019,773,1202,1274
1400000US06037502603,6037502603,2019,167,1652,1751
1400000US06037502604,6037502604,2019,161,1652,1751
1400000US06037502700,6037502700,2019,416,1362,1443
1400000US06037502801,6037502801,2019,290,1818,1927
1400000US06037502901,6037502901,2019,189,1662,1761
1400000US06037503000,6037503000,2019,573,1455,1542
1400000US06037503103,6037503103,2019,303,2045,2167
1400000US06037503104,6037503104,2019,244,1634,1732
1400000US06037503105,6037503105,2019,506,1602,1698
1400000US06037503106,6037503106,2019,496,1661,1760
1400000US06037503202,6037503202,2019,526,1335,1415
1400000US06037503301,6037503301,2019,124,2072,2196
1400000US06037503302,6037503302,2019,824,1487,1576
1400000US06037503401,6037503401,2019,680,1942,2058
1400000US06037503402,6037503402,2019,323,1845,1955
1400000US06037503501,6037503501,2019,755,1481,1570
1400000US06037503502,6037503502,2019,261,1598,1694
1400000US06037503601,6037503601,2019,157,1278,1354
1400000US06037503602,6037503602,2019,136,1958,2075
1400000US06037503701,6037503701,2019,675,1371,1453
1400000US06037503702,6037503702,2019,529,1678,1778
1400000US06037503704,6037503704,2019,533,1193,1264
1400000US06037503705,6037503705,2019,416,1209,1282
1400000US06037503801,6037503801,2019,308,2203,2335
1400000US06037503802,6037503802,2019,253,1745,1849
1400000US06037503901,6037503901,2019,120,2179,2309
1400000US06037503902,6037503902,2019,244,2458,2605
1400000US06037504001,6037504001,2019,284,1388,1471
1400000US06037504002,6037504002,2019,291,1468,1556
1400000US06037504101,6037504101,2019,500,1327,1406
1400000US06037504200,6037504200,2019,1410,1334,1414
1400000US06037530005,6037530005,2019,257,1274,1350
1400000US06037530006,6037530006,2019,1201,1567,1661
1400000US06037530007,6037530007,2019,622,1649,1747
1400000US06037530101,6037530101,2019,1324,1287,1364
1400000US06037530102,6037530102,2019,971,1133,1201
1400000US06037530202,6037530202,2019,389,1197,1269
1400000US06037530203,6037530203,2019,694,1283,1360
1400000US06037530204,6037530204,2019,818,1442,1528
1400000US06037530301,6037530301,2019,414,1138,1206
1400000US06037530302,6037530302,2019,1024,1032,1094
1400000US06037530400,6037530400,2019,793,864,916
1400000US06037530500,6037530500,2019,717,1020,1081
1400000US06037530603,6037530603,2019,599,1291,1368
1400000US06037530700,6037530700,2019,311,1176,1246
1400000US06037530801,6037530801,2019,905,1141,1209
1400000US06037530802,6037530802,2019,376,1182,1253
1400000US06037530901,6037530901,2019,662,1203,1275
1400000US06037530902,6037530902,2019,656,1047,1110
1400000US06037531000,6037531000,2019,756,1177,1247
1400000US06037531101,6037531101,2019,851,1168,1238
1400000US06037531102,6037531102,2019,692,1180,1251
1400000US06037531201,6037531201,2019,910,1186,1257
1400000US06037531202,6037531202,2019,799,1116,1183
1400000US06037531301,6037531301,2019,971,1139,1207
1400000US06037531302,6037531302,2019,1006,1190,1261
1400000US06037531502,6037531502,2019,634,1089,1154
1400000US06037531503,6037531503,2019,627,1153,1222
1400000US06037531504,6037531504,2019,672,1107,1173
1400000US06037531602,6037531602,2019,932,1085,1150
1400000US06037531603,6037531603,2019,561,1094,1159
1400000US06037531604,6037531604,2019,668,1113,1180
1400000US06037531701,6037531701,2019,995,1168,1238
1400000US06037531702,6037531702,2019,976,1151,1220
1400000US06037531800,6037531800,2019,797,1040,1102
1400000US06037531901,6037531901,2019,1132,1159,1228
1400000US06037531902,6037531902,2019,550,1263,1339
1400000US06037532001,6037532001,2019,760,934,990
1400000US06037532002,6037532002,2019,550,1246,1321
1400000US06037532101,6037532101,2019,1286,1291,1368
1400000US06037532102,6037532102,2019,351,1446,1533
1400000US06037532200,6037532200,2019,1170,1332,1412
1400000US06037532302,6037532302,2019,563,1156,1225
1400000US06037532303,6037532303,2019,631,1158,1227
1400000US06037532304,6037532304,2019,916,1118,1185
1400000US06037532500,6037532500,2019,728,1119,1186
1400000US06037532605,6037532605,2019,874,970,1028
1400000US06037532606,6037532606,2019,1126,975,1033
1400000US06037532607,6037532607,2019,1237,1175,1245
1400000US06037532700,6037532700,2019,411,1133,1201
1400000US06037532800,6037532800,2019,635,1095,1161
1400000US06037532900,6037532900,2019,1225,1130,1198
1400000US06037533001,6037533001,2019,738,1077,1141
1400000US06037533002,6037533002,2019,212,1165,1235
1400000US06037533103,6037533103,2019,866,1088,1153
1400000US06037533104,6037533104,2019,1137,954,1011
1400000US06037533105,6037533105,2019,556,1131,1199
1400000US06037533108,6037533108,2019,1091,1092,1158
1400000US06037533201,6037533201,2019,489,1100,1166
1400000US06037533204,6037533204,2019,705,1205,1277
1400000US06037533300,6037533300,2019,718,985,1044
1400000US06037533401,6037533401,2019,743,1133,1201
1400000US06037533402,6037533402,2019,814,1062,1126
1400000US06037533403,6037533403,2019,532,1115,1182
1400000US06037533501,6037533501,2019,495,1108,1174
1400000US06037533504,6037533504,2019,556,1126,1193
1400000US06037533601,6037533601,2019,932,1288,1365
1400000US06037533602,6037533602,2019,1041,1161,1230
1400000US06037533603,6037533603,2019,1288,1141,1209
1400000US06037533701,6037533701,2019,700,1044,1106
1400000US06037533702,6037533702,2019,668,1222,1295
1400000US06037533703,6037533703,2019,498,1153,1222
1400000US06037533803,6037533803,2019,1118,1245,1319
1400000US06037533804,6037533804,2019,711,1060,1123
1400000US06037533805,6037533805,2019,576,1286,1363
1400000US06037533806,6037533806,2019,501,1239,1313
1400000US06037533901,6037533901,2019,1142,1239,1313
1400000US06037533902,6037533902,2019,746,1351,1432
1400000US06037534001,6037534001,2019,1042,1192,1263
1400000US06037534002,6037534002,2019,661,1408,1492
1400000US06037534101,6037534101,2019,368,1101,1167
1400000US06037534102,6037534102,2019,1309,1230,1304
1400000US06037534201,6037534201,2019,744,1287,1364
1400000US06037534202,6037534202,2019,1036,1272,1348
1400000US06037534203,6037534203,2019,678,1219,1292
1400000US06037534301,6037534301,2019,982,1222,1295
1400000US06037534302,6037534302,2019,798,1316,1395
1400000US06037534403,6037534403,2019,625,1219,1292
1400000US06037534404,6037534404,2019,778,1233,1307
1400000US06037534405,6037534405,2019,860,1378,1460
1400000US06037534406,6037534406,2019,1023,1392,1475
1400000US06037534501,6037534501,2019,729,1194,1265
1400000US06037534502,6037534502,2019,324,1002,1062
1400000US06037534700,6037534700,2019,266,1140,1208
1400000US06037534802,6037534802,2019,302,1150,1219
1400000US06037534803,6037534803,2019,667,1180,1251
1400000US06037534804,6037534804,2019,454,1128,1195
1400000US06037534900,6037534900,2019,821,1237,1311
1400000US06037535001,6037535001,2019,641,1082,1147
1400000US06037535002,6037535002,2019,525,1138,1206
1400000US06037535101,6037535101,2019,1202,1218,1291
1400000US06037535102,6037535102,2019,533,1159,1228
1400000US06037535200,6037535200,2019,701,1375,1457
1400000US06037535300,6037535300,2019,723,1078,1143
1400000US06037535400,6037535400,2019,457,1266,1342
1400000US06037535501,6037535501,2019,826,1069,1133
1400000US06037535502,6037535502,2019,848,1141,1209
1400000US06037535503,6037535503,2019,412,1099,1165
1400000US06037535603,6037535603,2019,646,1203,1275
1400000US06037535604,6037535604,2019,653,1141,1209
1400000US06037535605,6037535605,2019,863,1200,1272
1400000US06037535606,6037535606,2019,306,1081,1146
1400000US06037535607,6037535607,2019,442,1186,1257
1400000US06037535701,6037535701,2019,880,1107,1173
1400000US06037535702,6037535702,2019,962,1182,1253
1400000US06037535802,6037535802,2019,747,1183,1254
1400000US06037535803,6037535803,2019,818,1177,1247
1400000US06037535804,6037535804,2019,876,1196,1268
1400000US06037535901,6037535901,2019,731,1174,1244
1400000US06037535902,6037535902,2019,487,1234,1308
1400000US06037536000,6037536000,2019,779,1068,1132
1400000US06037536102,6037536102,2019,305,1368,1450
1400000US06037536103,6037536103,2019,706,1191,1262
1400000US06037536104,6037536104,2019,607,1285,1362
1400000US06037536201,6037536201,2019,630,1179,1250
1400000US06037536202,6037536202,2019,359,1136,1204
1400000US06037540000,6037540000,2019,814,1347,1428
1400000US06037540101,6037540101,2019,398,1371,1453
1400000US06037540102,6037540102,2019,574,1351,1432
1400000US06037540201,6037540201,2019,488,1141,1209
1400000US06037540202,6037540202,2019,1268,1115,1182
1400000US06037540203,6037540203,2019,868,1232,1306
1400000US06037540300,6037540300,2019,523,1146,1215
1400000US06037540400,6037540400,2019,215,1165,1235
1400000US06037540501,6037540501,2019,447,1214,1287
1400000US06037540502,6037540502,2019,1250,1131,1199
1400000US06037540600,6037540600,2019,774,1208,1280
1400000US06037540700,6037540700,2019,401,1246,1321
1400000US06037540800,6037540800,2019,483,1234,1308
1400000US06037540901,6037540901,2019,484,1261,1336
1400000US06037540902,6037540902,2019,565,1240,1314
1400000US06037541003,6037541003,2019,212,940,996
1400000US06037541100,6037541100,2019,288,917,972
1400000US06037541200,6037541200,2019,513,1633,1731
1400000US06037541300,6037541300,2019,439,1489,1578
1400000US06037541401,6037541401,2019,552,1378,1460
1400000US06037541402,6037541402,2019,334,1378,1460
1400000US06037541500,6037541500,2019,942,1194,1265
1400000US06037541603,6037541603,2019,414,1125,1192
1400000US06037541604,6037541604,2019,1012,1124,1191
